11.368,32.340,28.224,-36.946,88.102,34.496,-40.474,70.168,30.282,26.754,38.416,37.044,1.176,74.676,63.798,31.752,6.664,40.866
11.368,32.340,28.224,-36.946,88.102,34.496,-40.474,70.168,30.282,26.656,38.220,37.044,1.176,74.676,63.798,31.752,6.664,40.866
11.270,32.536,28.322,-36.848,88.004,34.398,-40.474,70.168,30.282,26.656,38.220,37.044,1.176,74.676,63.798,31.752,6.664,40.768
11.270,32.536,28.322,-36.848,88.004,34.398,-40.474,70.168,30.282,26.656,38.220,37.044,1.372,74.676,63.994,31.752,6.664,40.768
11.270,32.536,28.322,-36.848,88.004,34.398,-40.572,70.070,30.184,26.656,38.220,37.044,1.372,74.676,63.994,31.752,6.664,40.768
11.270,32.536,28.322,-36.848,88.004,34.398,-40.572,70.070,30.184,26.656,38.220,37.044,1.372,74.676,63.994,31.752,6.664,40.768
11.270,32.536,28.322,-36.848,88.004,34.398,-40.572,70.070,30.184,26.754,38.416,36.946,1.372,74.676,63.994,31.752,6.664,40.768
11.368,32.242,28.224,-36.750,88.200,34.594,-40.572,70.070,30.184,26.754,38.416,36.946,1.176,74.774,64.092,31.948,6.566,40.670
11.368,32.242,28.224,-36.750,88.200,34.594,-40.572,70.070,30.184,26.754,38.416,36.946,1.176,74.774,64.092,31.948,6.566,40.670
11.368,32.242,28.224,-36.750,88.200,34.594,-40.376,70.168,30.086,26.754,38.416,36.946,1.176,74.774,64.092,31.948,6.566,40.670
11.368,32.242,28.224,-36.750,88.200,34.594,-40.376,70.168,30.086,26.754,38.416,36.946,1.176,74.774,64.092,31.948,6.566,40.670
11.172,32.340,28.224,-36.750,88.200,34.594,-40.376,70.168,30.086,26.950,38.318,37.044,1.274,74.578,63.994,31.948,6.566,40.670
11.172,32.340,28.224,-36.750,88.200,34.594,-40.376,70.168,30.086,26.950,38.318,37.044,1.274,74.578,63.994,31.850,6.762,40.670
11.172,32.340,28.224,-36.750,88.102,34.594,-40.376,70.168,30.086,26.950,38.318,37.044,1.274,74.578,63.994,31.850,6.762,40.670
11.172,32.340,28.224,-36.750,88.102,34.594,-40.474,70.070,30.184,26.950,38.318,37.044,1.274,74.578,63.994,31.850,6.762,40.670
11.172,32.340,28.224,-36.750,88.102,34.594,-40.474,70.070,30.184,26.950,38.318,37.044,1.176,74.676,63.994,31.850,6.762,40.670
11.172,32.242,28.322,-36.750,88.102,34.594,-40.474,70.070,30.184,26.852,38.514,36.946,1.176,74.676,63.994,31.850,6.762,40.670
11.172,32.242,28.322,-36.750,88.102,34.594,-40.474,70.070,30.184,26.852,38.514,36.946,1.176,74.676,63.994,31.850,6.566,40.670
11.172,32.242,28.322,-36.946,88.102,34.594,-40.474,70.070,30.184,26.852,38.514,36.946,1.176,74.676,63.994,31.850,6.566,40.670
11.172,32.242,28.322,-36.946,88.102,34.594,-40.572,70.266,30.184,26.852,38.514,36.946,1.176,74.676,63.896,31.850,6.566,40.670
11.172,32.242,28.322,-36.946,88.102,34.594,-40.572,70.266,30.184,26.852,38.514,36.946,1.176,74.676,63.896,31.850,6.566,40.670
11.172,32.340,28.028,-36.946,88.102,34.594,-40.572,70.266,30.184,26.950,38.416,36.946,1.176,74.676,63.896,31.850,6.566,40.670
11.172,32.340,28.028,-36.946,88.102,34.594,-40.572,70.266,30.184,26.950,38.416,36.946,1.176,74.676,63.896,31.948,6.762,40.768
11.172,32.340,28.028,-36.946,88.102,34.594,-40.572,70.266,30.184,26.950,38.416,36.946,1.372,74.872,63.896,31.948,6.762,40.768
11.172,32.340,28.028,-36.554,88.200,34.594,-40.768,70.168,30.184,26.950,38.416,36.946,1.372,74.872,63.896,31.948,6.762,40.768
11.172,32.340,28.028,-36.554,88.200,34.594,-40.768,70.168,30.184,26.950,38.416,36.946,1.372,74.872,63.896,31.948,6.762,40.768
11.172,32.340,28.322,-36.554,88.200,34.594,-40.768,70.168,30.184,26.558,38.318,37.044,1.372,74.872,63.896,31.948,6.762,40.768
11.172,32.340,28.322,-36.554,88.200,34.594,-40.768,70.168,30.184,26.558,38.318,37.044,1.274,74.676,63.896,31.948,6.566,40.768
11.172,32.340,28.322,-36.554,88.200,34.594,-40.768,70.168,30.184,26.558,38.318,37.044,1.274,74.676,63.896,31.948,6.566,40.768
11.172,32.340,28.322,-36.750,88.200,34.496,-40.474,70.070,30.184,26.558,38.318,37.044,1.274,74.676,63.896,31.948,6.566,40.768
11.172,32.340,28.322,-36.750,88.200,34.496,-40.474,70.070,30.184,26.558,38.318,37.044,1.274,74.676,63.896,31.948,6.566,40.768
11.270,32.242,28.224,-36.750,88.200,34.496,-40.474,70.070,30.184,26.656,38.318,37.044,1.372,74.774,63.994,31.948,6.566,40.768
11.270,32.242,28.224,-36.750,88.200,34.496,-40.474,70.070,30.184,26.656,38.318,37.044,1.372,74.774,63.994,31.752,6.566,40.866
11.270,32.242,28.224,-36.750,88.200,34.496,-40.474,70.070,30.184,26.656,38.318,37.044,1.372,74.774,63.994,31.752,6.566,40.866
11.270,32.242,28.224,-36.750,88.200,34.496,-40.670,70.168,30.086,26.656,38.318,37.044,1.372,74.774,63.994,31.752,6.566,40.866
11.270,32.242,28.224,-36.946,88.102,34.594,-40.670,70.168,30.086,26.656,38.318,37.044,1.470,74.774,63.994,31.752,6.566,40.866
11.270,32.242,28.224,-36.946,88.102,34.594,-40.670,70.168,30.086,26.558,38.416,37.044,1.470,74.774,63.994,31.752,6.566,40.866
11.270,32.242,28.224,-36.946,88.102,34.594,-40.670,70.168,30.086,26.558,38.416,37.044,1.470,74.774,63.994,31.948,6.566,40.670
11.270,32.242,28.224,-36.946,88.102,34.594,-40.376,70.070,30.184,26.558,38.416,37.044,1.470,74.774,63.994,31.948,6.566,40.670
11.270,32.242,28.224,-36.946,88.102,34.594,-40.376,70.070,30.184,26.558,38.416,37.044,1.372,74.578,63.896,31.948,6.566,40.670
11.270,32.438,28.224,-36.848,88.200,34.496,-40.376,70.070,30.184,26.558,38.416,37.044,1.372,74.578,63.896,31.948,6.566,40.670
11.270,32.438,28.224,-36.848,88.200,34.496,-40.376,70.070,30.184,26.852,38.416,37.044,1.372,74.578,63.896,31.948,6.566,40.670
11.270,32.438,28.224,-36.848,88.200,34.496,-40.376,70.070,30.184,26.852,38.416,37.044,1.372,74.578,63.896,32.046,6.860,40.768
11.270,32.438,28.224,-36.848,88.200,34.496,-40.474,70.168,30.184,26.852,38.416,37.044,1.274,74.872,63.994,32.046,6.860,40.768
